default_profile,default_profile_image,favorites_count,followers_count,friends_count,geo_enabled,id,lang,location,statuses_count,verified,average_tweets_per_day,account_age_days,account_type
FALSE,FALSE,2245,28,0,FALSE,33652806,pt,Petrópolis ,3271,FALSE,0.79,4138,bot
TRUE,FALSE,2132,89,328,TRUE,7.69E+17,,unknown,67,FALSE,0.046,1453,human
FALSE,FALSE,3474,126,76,TRUE,961642574,,Port Huron MI,12741,FALSE,4.505,2828,bot
TRUE,FALSE,1385,1,11,FALSE,2953412706,,unknown,1876,FALSE,0.912,2058,bot
TRUE,FALSE,75621,139,391,FALSE,7.58E+17,en,"Charlottesville, VA",31380,FALSE,21.146,1484,human
FALSE,FALSE,1,1785764,1079,FALSE,14516324,de,unknown,10465,TRUE,2.326,4499,human
TRUE,FALSE,50463,836,1061,FALSE,931233900,en,unknown,59822,FALSE,21.049,2842,human
TRUE,FALSE,663,18,67,FALSE,24477841,,unknown,707,FALSE,0.169,4175,human
FALSE,FALSE,4482,151,183,TRUE,64585874,it,"Cranford, NJ",21206,FALSE,5.267,4026,human
FALSE,FALSE,26162,13023,5722,FALSE,63799454,en,"Seattle, WA",67364,TRUE,16.72,4029,human
TRUE,FALSE,1885,34,133,FALSE,7.82E+17,,"Fort Worth, TX",2767,FALSE,1.951,1418,bot
TRUE,FALSE,18,786,1328,FALSE,1334673584,ja,茨城の北のほう,90547,FALSE,33.661,2690,bot
FALSE,FALSE,1,1983,111,FALSE,32604352,en,So Cal,178118,FALSE,43.013,4141,bot
TRUE,FALSE,0,70,1,FALSE,4765089989,en,"Space, obviously.",9160,FALSE,5.446,1682,bot
TRUE,FALSE,10002,393856,196,FALSE,24740039,en,"Oakland, CA",29546,TRUE,7.08,4173,human
TRUE,FALSE,511,14,22,FALSE,163414215,,Wien,742,FALSE,0.201,3697,bot
FALSE,FALSE,2540,1209832,50,FALSE,124879050,ca,"Río de Janeiro, Brasil",378,TRUE,0.099,3804,human
FALSE,FALSE,1021,25,0,FALSE,101810382,,unknown,1499,FALSE,0.386,3879,bot
FALSE,FALSE,193018,1060767,1514,TRUE,165511377,en,"Burbank, CA",77690,TRUE,21.048,3691,human
FALSE,FALSE,23671,192,955,TRUE,3246489809,ca,Ontario,7186,FALSE,3.731,1926,human
FALSE,FALSE,0,26975707,0,FALSE,184910040,,London,310,TRUE,0.085,3641,human
FALSE,FALSE,1842,15,758,FALSE,1529446622,pt,Nigeria,2152,FALSE,0.822,2618,bot
TRUE,FALSE,3128,442352,84,FALSE,2329247971,es,Capital Federal,4881,FALSE,2.046,2386,human
TRUE,FALSE,2139,57,162,TRUE,512065766,,unknown,3382,FALSE,1.094,3091,bot
TRUE,FALSE,148,17,50,FALSE,247562467,,unknown,305,FALSE,0.088,3483,human
TRUE,FALSE,0,1195,1789,FALSE,1055490276,ja,unknown,95823,FALSE,34.407,2785,bot
FALSE,FALSE,17194,673,323,FALSE,68518123,en,she/they • california,8097,FALSE,2.018,4012,human
FALSE,FALSE,20756,1561,838,FALSE,2654044400,en,Kucerak u Sremu,18571,FALSE,8.35,2224,human
FALSE,FALSE,9568,103,96,FALSE,8.72E+17,en,"McAllen/Houston, TX",2184,FALSE,1.868,1169,human
FALSE,FALSE,12799,1143,591,TRUE,19497205,en,Philippines,9510,FALSE,2.252,4223,human
FALSE,FALSE,36784,10276,5011,TRUE,170492152,en,"Ocean Park, Santa Monica",37560,FALSE,10.212,3678,human
FALSE,FALSE,2647,117,92,TRUE,1604157692,es,Asturias,7386,FALSE,2.854,2588,bot
FALSE,FALSE,22507,403357,328,TRUE,60391683,en,kathmandu nepal,15721,TRUE,3.89,4041,human
TRUE,FALSE,310,10,0,FALSE,788889859,af,unknown,48,FALSE,0.016,2912,bot
FALSE,FALSE,4574,999480,262,FALSE,33390855,en,"Los Angeles, CA",14819,TRUE,3.58,4139,human
FALSE,FALSE,64499,1692,180,TRUE,2301460739,en,shop closed | coms closed,40530,FALSE,16.902,2398,human
FALSE,FALSE,544,35,0,FALSE,292126982,,unknown,988,FALSE,0.291,3396,human
FALSE,FALSE,1434,123,91,TRUE,39682322,en,"Nashville, TN",1218,FALSE,0.296,4116,human
FALSE,FALSE,10856,505,1008,TRUE,7.25E+17,en,"Whitehall, PA",4349,FALSE,2.76,1576,human
FALSE,FALSE,407,152,0,TRUE,84771138,sv,Jakarta,9218,FALSE,2.332,3952,human
TRUE,FALSE,0,92,2,FALSE,8.57E+17,de,unknown,27453,FALSE,22.67,1211,bot
FALSE,FALSE,7498,135,268,FALSE,968196446,en,unknown,14105,FALSE,4.995,2824,human
FALSE,FALSE,18622,375,672,TRUE,730453742,,"Leeds, England",12966,FALSE,4.41,2940,human
TRUE,FALSE,422,22,381,FALSE,9.31E+17,en,unknown,87,FALSE,0.086,1007,bot
TRUE,FALSE,2172,212,284,TRUE,363954532,it,"Catania, Sicilia",6683,FALSE,2.039,3278,human
FALSE,FALSE,7334,355,118,FALSE,496599427,,unknown,14276,FALSE,4.599,3104,human
TRUE,FALSE,4341,91,371,TRUE,382828937,,unknown,5358,FALSE,1.651,3245,human
FALSE,FALSE,2345,75,0,FALSE,39158155,,Brazil,3959,FALSE,0.961,4118,bot
FALSE,FALSE,8,2342590,194,TRUE,96829836,en,NYC,5263,TRUE,1.349,3900,human
FALSE,FALSE,39466,475,826,FALSE,321749390,en,Linda in Connecticut,4082,FALSE,1.22,3346,human
TRUE,FALSE,68837,624,746,TRUE,1.03E+18,en,"California, USA",36377,FALSE,48.697,747,human
TRUE,FALSE,1088,9,47,FALSE,65634717,,unknown,1772,FALSE,0.441,4022,bot
FALSE,FALSE,2,2,702,FALSE,9.67E+17,en,unknown,31,FALSE,0.034,906,bot
TRUE,FALSE,0,39,0,FALSE,1.09E+18,en,unknown,77,FALSE,0.138,557,bot
TRUE,TRUE,1281,10,378,FALSE,1039761842,,unknown,1846,FALSE,0.661,2791,bot
TRUE,FALSE,23743,100,527,TRUE,223183281,lt,unknown,7446,FALSE,2.101,3544,human
FALSE,FALSE,1121,33,99,TRUE,562921919,en,"Firestone, CO.",1647,FALSE,0.542,3037,bot
TRUE,FALSE,11882,463,367,TRUE,2722464194,de,"Austin, TX",7016,FALSE,3.189,2200,human
TRUE,FALSE,838,74,69,FALSE,156336583,es,unknown,698,FALSE,0.188,3716,bot
FALSE,FALSE,5461,773,194,TRUE,239960525,tl,"Las Vegas, NV",96792,FALSE,27.655,3500,human
TRUE,FALSE,44297,2226,4672,TRUE,4649484752,de,FL,47795,FALSE,28.148,1698,bot
TRUE,FALSE,99859,495,311,FALSE,876970458,sv,"Fort Worth, TX",46891,FALSE,16.355,2867,bot
FALSE,FALSE,228863,394475,91997,TRUE,15040988,en,"Sarasota, Florida, USA",530040,FALSE,118.976,4455,bot
FALSE,FALSE,2295,117,0,FALSE,955613694,en,unknown,3234,FALSE,1.143,2830,bot
FALSE,FALSE,46,1404113,104,TRUE,1055490565,,Algiers,205,TRUE,0.074,2785,human
FALSE,FALSE,589,80360,145,TRUE,34177542,en,"Winnipeg, Manitoba",31940,FALSE,7.721,4137,human
FALSE,FALSE,892,367315,1571,TRUE,234979853,es,"Miami, Florida",108528,TRUE,30.902,3512,human
FALSE,FALSE,39,5534422,514,FALSE,23167514,id,• Getas - Jakarta - Indonesia,344076,FALSE,82.256,4183,human
TRUE,FALSE,25,0,9,FALSE,8.38E+17,en,San Jose,390,FALSE,0.309,1262,bot
FALSE,FALSE,805,1669108,271,TRUE,30245411,ca,là où on m'aime :),9722,TRUE,2.344,4148,human
FALSE,FALSE,16934,249,462,FALSE,3329851947,en,"Michigan, USA",4617,FALSE,2.443,1890,human
TRUE,FALSE,447,100,240,TRUE,490570290,en,"howard county, maryland",2775,FALSE,0.892,3110,human
FALSE,FALSE,7542,877,758,TRUE,20021813,en,New York City,61881,FALSE,14.685,4214,human
FALSE,FALSE,16637,25034,1533,TRUE,17400374,en,"Los Angeles, CA",24965,FALSE,5.813,4295,human
TRUE,FALSE,15749,241,716,TRUE,4047340093,,unknown,4465,FALSE,2.543,1756,human
FALSE,FALSE,8496,106819,259,FALSE,138510935,en,EVERYWHERE,9689,TRUE,2.574,3764,human
TRUE,TRUE,19,2,0,FALSE,1344897643,,unknown,17,FALSE,0.006,2686,bot
FALSE,FALSE,236,78,1191,FALSE,1955693167,en,"Ontario, Canada",87,FALSE,0.035,2503,bot
FALSE,FALSE,27272,686,1079,FALSE,3973677682,en,"Minnesota, USA",7616,FALSE,4.308,1768,human
FALSE,FALSE,1530,367,245,FALSE,92111480,en,"ÜT: 28.546508,-81.20044",11355,FALSE,2.896,3921,human
FALSE,FALSE,3950,139536,2516,TRUE,122258041,en,unknown,11755,TRUE,3.083,3813,human
TRUE,FALSE,4,17,47,TRUE,1717666435,,"Seattle, WA",2911,FALSE,1.144,2544,human
TRUE,FALSE,2658,1200,1550,FALSE,3262743192,,unknown,8643,FALSE,4.607,1876,human
TRUE,FALSE,270,17,375,FALSE,1.03E+18,en,"Huntingdon, PA",209,FALSE,0.288,725,human
FALSE,FALSE,5001,1414560,647,TRUE,16089776,en,Sashagrey.com,13721,TRUE,3.141,4369,human
FALSE,FALSE,2204,124,0,FALSE,112034482,,unknown,2984,FALSE,0.776,3846,bot
TRUE,FALSE,1219,19,45,TRUE,171541172,,PA,1736,FALSE,0.472,3675,human
TRUE,FALSE,870,4,81,FALSE,348226244,en,unknown,663,FALSE,0.201,3303,human
FALSE,FALSE,31162,558,1157,FALSE,26837714,en,unknown,4224,FALSE,1.015,4163,human
FALSE,FALSE,369,61,0,FALSE,459375309,,Turkiye / Samsun,516,FALSE,0.164,3144,bot
TRUE,FALSE,3,1,2,FALSE,2586411732,,unknown,0,FALSE,0,2247,bot
FALSE,FALSE,85553,1674,1314,TRUE,3099689685,en,blow me,77076,FALSE,38.967,1978,human
TRUE,FALSE,91364,196,159,TRUE,1593934556,,unknown,30070,FALSE,11.601,2592,human
FALSE,FALSE,2581,15,0,FALSE,3312550641,en,North Carolina,2779,FALSE,1.463,1899,bot
FALSE,FALSE,3564,465,201,TRUE,2780398321,en,4400,5322,FALSE,2.44,2181,human
TRUE,FALSE,565,68,257,FALSE,88965884,en,Paris,761,FALSE,0.193,3934,bot
FALSE,FALSE,21215,1210,818,TRUE,628982536,es,"Córdoba, Argentina",24420,FALSE,8.236,2965,human
FALSE,FALSE,1841,1615506,52,TRUE,24740625,en,unknown,20913,TRUE,5.012,4173,human
FALSE,FALSE,6108,148,230,TRUE,278758163,en,"New York, NY",11031,FALSE,3.224,3421,bot
FALSE,FALSE,7388,750,89,TRUE,202212121,,unknown,13850,FALSE,3.85,3597,bot
FALSE,FALSE,2000,590,1700,FALSE,66972251,en,Liverpool New York,5426,FALSE,1.351,4017,bot
TRUE,FALSE,2361,40,157,FALSE,3367076643,en,unknown,2661,FALSE,1.425,1868,human
FALSE,FALSE,84,216,632,FALSE,282952489,en,Armenia,1522,FALSE,0.446,3413,human
FALSE,FALSE,62009,821,839,TRUE,1597604647,en,"McCordsville, IN",20289,FALSE,7.831,2591,human
FALSE,FALSE,21783,1536,491,TRUE,1676542927,da,"college station, tx",31780,FALSE,12.419,2559,human
FALSE,FALSE,1655,6202,1066,TRUE,60916533,en,"Chicago, Illinois",7268,TRUE,1.799,4039,human
TRUE,FALSE,2298,218,277,FALSE,3022357312,,unknown,3448,FALSE,1.707,2020,bot
TRUE,FALSE,480,434,672,FALSE,3148448571,en,St. Louis Mo,10062,FALSE,5.136,1959,bot
FALSE,FALSE,3736,824,901,TRUE,33653571,en,FL--IN--FL--PA--GA--???,76445,FALSE,18.474,4138,human
TRUE,FALSE,59955,5857,336,FALSE,210862918,en,unknown,33842,FALSE,9.458,3578,human
FALSE,FALSE,491,53,75,TRUE,42566478,en,"Kansas, and it's awful.",4180,FALSE,1.019,4103,human
FALSE,FALSE,857,11801,9813,FALSE,578650970,en,San Francisco Bay Area ,9354,TRUE,3.097,3020,human
FALSE,FALSE,2226,16,18,FALSE,156074851,pt,CURITIBA-PR-BRASIL,3268,FALSE,0.879,3717,bot
TRUE,FALSE,551,10,9,FALSE,8.74E+17,en,"Modesto, CA",744,FALSE,0.64,1163,bot
TRUE,FALSE,3341,117,228,TRUE,368935788,en,unknown,834,FALSE,0.255,3269,human
FALSE,FALSE,51520,2340,977,FALSE,16352127,en,"San Francisco, CA",30077,FALSE,6.911,4352,human
FALSE,FALSE,4303,160475,555,TRUE,253068168,en,unknown,6374,TRUE,1.836,3471,human
FALSE,FALSE,2588,634,274,TRUE,358712202,,"Cairo, Egypt",10550,FALSE,3.211,3286,human
TRUE,FALSE,42,11,0,FALSE,529630091,en,"Sunderland, UK",99,FALSE,0.032,3074,bot
TRUE,FALSE,33,595,4,FALSE,3901064081,en,sui.sexy,13239,FALSE,7.454,1776,bot
TRUE,FALSE,482,18,0,TRUE,446530453,,unknown,667,FALSE,0.211,3159,bot
FALSE,FALSE,1165,5186136,202,TRUE,130122646,es,"Montevideo, Uruguay",1654,TRUE,0.437,3787,human
FALSE,FALSE,22075,699,663,TRUE,20022170,en,Santa Ana,15169,FALSE,3.6,4214,human
FALSE,FALSE,81,1551696,210,FALSE,49120160,pt,unknown,17111,TRUE,4.197,4077,human
FALSE,FALSE,229,174,277,TRUE,836600754,en,22601,2653,FALSE,0.918,2889,human
TRUE,FALSE,134,1,0,FALSE,8.91E+17,ru,unknown,242,FALSE,0.216,1118,human
FALSE,FALSE,382,216850,243638,FALSE,157385656,ko,DMZ KOREA,44692,FALSE,12.037,3713,human
FALSE,FALSE,4847,1243119,344,FALSE,32342975,en,Madrid.,6835,TRUE,1.65,4142,human
FALSE,FALSE,2007,13,132,FALSE,623215555,en,"Harrison, WI",1578,FALSE,0.531,2971,human
FALSE,FALSE,8436,613,626,TRUE,175473603,,"Glasgow, Scotland",30123,FALSE,8.219,3665,human
FALSE,FALSE,2587,1955,3306,TRUE,5866442,en,"Oxford, MI",37675,FALSE,7.766,4851,human
TRUE,FALSE,63,0,0,FALSE,7.72E+17,ru,unknown,161,FALSE,0.111,1445,human
FALSE,FALSE,5255,33810,170,TRUE,20546522,en,"Berlin, Germany",85,FALSE,0.02,4207,human
FALSE,FALSE,7655,764,559,FALSE,2328200156,ro,The H ,7210,FALSE,3.021,2387,human
FALSE,FALSE,7334,1571,1209,FALSE,278234077,en,D[M]V,57033,FALSE,16.667,3422,human
FALSE,FALSE,2624,3849,1109,TRUE,4468081633,en,"Los Angeles, CA",9399,TRUE,5.471,1718,human
TRUE,FALSE,6624,2539,2043,TRUE,180454369,en,"Tallahassee, FL",639,FALSE,0.175,3652,human
TRUE,FALSE,2287,9,25,FALSE,3970270180,,"Tilburg, Nederland",3150,FALSE,1.781,1769,bot
TRUE,FALSE,232,3,0,FALSE,1110279151,,unknown,345,FALSE,0.125,2766,bot
FALSE,FALSE,1270,3,13,TRUE,420054019,,unknown,1829,FALSE,0.573,3191,bot
TRUE,FALSE,375,40,62,FALSE,28673030,en,"Fair Lawn, NJ USA",449,FALSE,0.108,4155,human
FALSE,FALSE,2006,8,0,FALSE,225281038,,unknown,2987,FALSE,0.844,3539,bot
FALSE,FALSE,165,69,0,FALSE,568427541,pt,unknown,428,FALSE,0.141,3031,human
TRUE,FALSE,2,2166,46,FALSE,7.01E+17,en,unknown,5624,FALSE,3.429,1640,bot
TRUE,FALSE,242,11,0,FALSE,371295260,en,unknown,52,FALSE,0.016,3265,bot
TRUE,FALSE,569,72,551,TRUE,1645577250,,"Connecticut, USA",65,FALSE,0.025,2571,human
TRUE,FALSE,623,52,190,FALSE,515998764,en,Los Angeles,320,FALSE,0.104,3088,bot
FALSE,FALSE,179,87673,841,FALSE,104694833,ko,seoul korea,10275,TRUE,2.655,3870,human
FALSE,FALSE,1200,26,171,FALSE,274564156,tr,muğla,1581,FALSE,0.461,3429,bot
TRUE,FALSE,10307,126,393,TRUE,4872045640,en,"Florida, USA",5943,FALSE,3.582,1659,human
TRUE,FALSE,48359,3742,3143,TRUE,2260304978,ja,紫の美少女,34836,FALSE,14.342,2429,human
FALSE,FALSE,1759,3840,233,TRUE,33916007,en,"Jackson, Miss.",959,TRUE,0.232,4137,human
FALSE,FALSE,47248,672,1732,FALSE,59343992,en,unknown,19281,FALSE,4.767,4045,human
FALSE,FALSE,29912,199,1697,TRUE,38110329,en,"Austin, TX",5270,FALSE,1.278,4123,human
FALSE,FALSE,911,1448230,219,TRUE,34178172,tl,I just wanna be your Favorite,8861,TRUE,2.142,4137,human
TRUE,FALSE,5,804721,3,FALSE,1563788413,en,unknown,513,TRUE,0.197,2604,human
FALSE,FALSE,11127,360,1556,TRUE,489789427,en,unknown,12838,FALSE,4.127,3111,human
TRUE,FALSE,112,4,7,FALSE,3219489968,,unknown,31,FALSE,0.016,1919,bot
TRUE,FALSE,2143,28,100,TRUE,7.57E+17,en,"Kentucky, USA",1156,FALSE,0.777,1488,human
TRUE,FALSE,37,19,15,FALSE,8.32E+17,en,Chicago,231,FALSE,0.18,1280,bot
TRUE,FALSE,3513,113,0,FALSE,4111303878,en,EvilRegals,4036,FALSE,2.305,1751,bot
FALSE,FALSE,8154,900,470,TRUE,463832265,en,📍AMD,29198,FALSE,9.302,3139,human
TRUE,FALSE,855,199,438,FALSE,7.69E+17,en,unknown,726,FALSE,0.5,1452,human
TRUE,FALSE,375,0,0,FALSE,8.66E+17,en,unknown,739,FALSE,0.623,1186,human
FALSE,FALSE,767,78,142,TRUE,452297933,en,"Galaţi, România",28682,FALSE,9.1,3152,bot
FALSE,FALSE,21986,29,120,FALSE,1699841245,,"Media, PA",2820,FALSE,1.106,2550,human
FALSE,FALSE,278610,1212,598,FALSE,354256094,en,Estados Unidos,50249,FALSE,15.259,3293,human
FALSE,FALSE,650,131,42,FALSE,379159782,af,Ruins,3703,FALSE,1.139,3251,human
TRUE,FALSE,755,11,63,FALSE,9.92E+17,,Estados Unidos,310,FALSE,0.369,839,human
FALSE,FALSE,14129,9635,10525,TRUE,11371752,en,"New York City, NY",25482,FALSE,5.51,4625,human
TRUE,FALSE,0,12,323,FALSE,2926289298,,unknown,2722,FALSE,1.31,2078,human
TRUE,FALSE,0,106,1,FALSE,4175004913,en,Bosworth Field,7110,FALSE,4.074,1745,bot
FALSE,FALSE,2456,150,533,TRUE,181503224,tr, ~ SİNANOBA/ ARTVİN ~,11332,FALSE,3.106,3649,bot
FALSE,FALSE,235,18458,121,TRUE,791250175,en,unknown,11862,FALSE,4.075,2911,bot
FALSE,FALSE,18340,6756615,1886,FALSE,47285504,en,NYS,42243,TRUE,10.346,4083,human
FALSE,FALSE,5426,92,449,FALSE,123569414,en,"Houston, TX",1249,FALSE,0.328,3808,human
FALSE,FALSE,82,5,0,FALSE,66946309,en,Philippines,90,FALSE,0.022,4018,bot
TRUE,FALSE,2401,117,220,FALSE,204309766,en,"Gold Coast, Australia",5453,FALSE,1.518,3592,bot
TRUE,FALSE,3689,274,191,TRUE,737772818,en,"New York, NY",571,FALSE,0.194,2936,human
FALSE,FALSE,2192,0,0,FALSE,896632086,en,unknown,2194,FALSE,0.768,2858,bot
FALSE,FALSE,9863,45066,943,TRUE,21857559,en,unknown,1198,TRUE,0.286,4192,human
FALSE,FALSE,58744,1813,806,TRUE,606962973,id,850,172440,FALSE,57.692,2989,human
FALSE,FALSE,23251,24667,1264,TRUE,14517538,en,"Kensington Oval, ideally",99480,TRUE,22.112,4499,human
FALSE,FALSE,3879,340,603,FALSE,102860067,en,unknown,19186,FALSE,4.95,3876,human
FALSE,FALSE,205,241594,407,TRUE,552174888,es,Colombia,3526,FALSE,1.156,3050,human
TRUE,FALSE,41,7,0,FALSE,880903464,es,unknown,142,FALSE,0.05,2865,human
FALSE,FALSE,4175,3589,1838,TRUE,15566123,en,"Baltimore, MD.",5777,TRUE,1.31,4409,human
FALSE,FALSE,1004,218,95,FALSE,463045937,en,//SFV //818 //VALLEY LIFE,75053,FALSE,23.902,3140,human
FALSE,FALSE,3862,134,352,TRUE,353207604,cy,"Washington, USA",3913,FALSE,1.188,3295,bot
FALSE,FALSE,8298,16512,2638,TRUE,25527618,en,Los Angeles,17925,TRUE,4.3,4169,human
FALSE,FALSE,12117,5217078,2414,TRUE,77694285,es,Bogota D.C.,26646,TRUE,6.697,3979,human
FALSE,FALSE,3604,1057,852,TRUE,239175005,en,NE Ohio,15449,FALSE,4.411,3502,human
FALSE,FALSE,4207,521,370,TRUE,3758458213,,vien,10287,FALSE,5.773,1782,human
FALSE,FALSE,32150,820,0,TRUE,874087782,en,Tennessee,16572,FALSE,5.778,2868,bot
TRUE,FALSE,15890,33,370,FALSE,4135421302,en,"Toledo, OH",3686,FALSE,2.111,1746,human
FALSE,FALSE,11722,135061,100336,FALSE,1652655487,tr,unknown,11705,FALSE,4.556,2569,bot
TRUE,FALSE,302,25,279,FALSE,9.43E+17,en,unknown,60,FALSE,0.062,975,bot
FALSE,FALSE,2042,105265,375,TRUE,616400256,,unknown,37752,TRUE,12.677,2978,human
FALSE,FALSE,27731,13049,255,FALSE,9.82E+17,en,💋 PAY 4 PLAY • NO MEET UPS 🚫,19821,FALSE,22.888,866,human
TRUE,FALSE,942,302,394,TRUE,244155801,en,Indianapolis,3287,FALSE,0.942,3490,human
FALSE,FALSE,4924,1884,2,TRUE,1340442012,en,Austria,31616,FALSE,11.762,2688,human
TRUE,FALSE,1394,29,0,FALSE,1318684063,,unknown,2077,FALSE,0.77,2697,bot
FALSE,FALSE,278,61,229,FALSE,7.04E+17,en,"Chicago, IL",58,FALSE,0.036,1633,human
FALSE,FALSE,2454,6,0,FALSE,196969901,,unknown,3422,FALSE,0.948,3611,bot
TRUE,FALSE,656,293613,341,TRUE,15828408,en,Mountain View CA,1416,TRUE,0.323,4389,human
TRUE,FALSE,51767,14545,13455,TRUE,1710851520,en,"Stamford, CT",362227,FALSE,142.273,2546,bot
FALSE,FALSE,19207,1001,411,FALSE,2389804484,en,"Vermilion, OH",14090,FALSE,5.998,2349,human
FALSE,FALSE,8099,932759,283,TRUE,583108053,pt,unknown,21333,TRUE,7.076,3015,human
TRUE,FALSE,493,534,111,FALSE,18974167,en,New York,1646,FALSE,0.389,4234,human
FALSE,FALSE,16482,177,133,TRUE,371557860,,unknown,18861,FALSE,5.777,3265,human
TRUE,FALSE,2171,62,0,FALSE,207717864,en,Chester united kingdom,3261,FALSE,0.91,3585,bot
FALSE,FALSE,57451,2182,2511,TRUE,3052900016,sw,MIA-HTX,70810,FALSE,35.458,1997,human
FALSE,FALSE,1682,13,0,FALSE,19760620,en,The Dungeon,2357,FALSE,0.559,4219,bot
TRUE,FALSE,363,3,0,FALSE,8.88E+17,,unknown,758,FALSE,0.674,1125,human
TRUE,FALSE,1225,6,36,FALSE,7.66E+17,en,unknown,1251,FALSE,0.855,1463,bot
FALSE,FALSE,68900,529,318,FALSE,1575585265,en,KING KAIS BRIB,44728,FALSE,17.21,2599,human
TRUE,FALSE,1365,171,164,FALSE,2327152120,en,"Bowling Green, KY",404,FALSE,0.169,2386,human
FALSE,FALSE,9745,68215,358,TRUE,28673549,en,"England, United Kingdom",147657,TRUE,35.537,4155,human
TRUE,FALSE,1883,5,0,FALSE,322012691,,San José. Costa Rica,2955,FALSE,0.883,3345,human
TRUE,FALSE,43,110650,24767,FALSE,993363480,ar,المنطقة الشرقية,38562,FALSE,13.713,2812,human
FALSE,FALSE,4538,18212,1684,TRUE,22382110,en,"Washington, D.C.",13122,TRUE,3.133,4188,human
FALSE,FALSE,41574,406,920,TRUE,67733034,id,"Anywhere, US",29223,FALSE,7.278,4015,human
TRUE,FALSE,3013,1153,1207,FALSE,3352659499,en,"Bloomington, Indiana ",1085,FALSE,0.596,1819,human
TRUE,FALSE,321,681994,1306,TRUE,81888818,es,México,31003,TRUE,7.823,3963,human
TRUE,FALSE,454,13,160,FALSE,1.03E+18,en,unknown,200,FALSE,0.272,735,human
FALSE,FALSE,5438,690872,1070,FALSE,115705413,en,Everywhere ,14734,TRUE,3.844,3833,human
FALSE,FALSE,68446,22919,2066,FALSE,15566406,en,Tweets are my own,106092,TRUE,24.063,4409,human
FALSE,FALSE,422,0,0,FALSE,270632524,,unknown,548,FALSE,0.159,3437,bot
TRUE,FALSE,10359,157,648,TRUE,968459856,it,unknown,11344,FALSE,4.017,2824,human
TRUE,FALSE,0,1685416,1,FALSE,263292498,en,Los Angeles,3959,TRUE,1.148,3450,human
FALSE,FALSE,1564,4,0,FALSE,356091476,,unknown,2224,FALSE,0.676,3291,bot
TRUE,FALSE,93,0,0,FALSE,8.91E+17,,unknown,130,FALSE,0.116,1118,human
TRUE,FALSE,2996,68,28,FALSE,29041319,tl,unknown,3645,FALSE,0.878,4153,human
TRUE,FALSE,1577,54,496,FALSE,8.41E+17,it,"Bergen, Noruega",611,FALSE,0.487,1255,human
TRUE,FALSE,10656,175,507,FALSE,2378008196,en,"San Francisco, CA",1600,FALSE,0.679,2356,human
FALSE,FALSE,5,115795,257,TRUE,337741447,en,Worldwide,18128,FALSE,5.462,3319,human
FALSE,FALSE,8768,5243274,317,TRUE,24741517,en,"Los Angeles, CA",9114,TRUE,2.184,4173,human
TRUE,FALSE,175,2,0,FALSE,605914773,en,Haha you dont know;) ,33,FALSE,0.011,2990,bot
FALSE,FALSE,71,172649,462,FALSE,255428260,en,unknown,9614,FALSE,2.773,3467,human
FALSE,FALSE,3714,1011,2423,FALSE,9537192,en,"Austin, TX",610,FALSE,0.13,4688,human
TRUE,FALSE,27,966583,18,TRUE,33654443,en,unknown,2074,TRUE,0.501,4138,human
TRUE,FALSE,194,1,0,FALSE,341935791,en,unknown,44,FALSE,0.013,3313,bot
FALSE,FALSE,138,34354,864,TRUE,71665333,en,"Texas, USA",1719,FALSE,0.43,4001,human
FALSE,FALSE,339,397432,1340,FALSE,140609205,,LA / New York/ Miami,23248,TRUE,6.186,3758,human
TRUE,FALSE,3597,70,495,FALSE,209290935,ca,L.A.,4040,FALSE,1.128,3582,bot
FALSE,FALSE,183,3605000,1198,TRUE,150832830,es,"San Diego, CA",58293,TRUE,15.624,3731,human
FALSE,FALSE,1,1082,1418,TRUE,74811078,en,"LA, USA",2545,FALSE,0.638,3989,human
TRUE,FALSE,621,2,0,FALSE,3763795515,,unknown,1008,FALSE,0.563,1790,bot
FALSE,FALSE,1649,3472,3561,TRUE,1077249764,en,unknown,8694,FALSE,3.131,2777,human
FALSE,FALSE,10950,508,503,TRUE,1961461482,en,슈짐 ♡,16530,FALSE,6.612,2500,human
FALSE,FALSE,7781,108,183,TRUE,1.05E+18,en,unknown,1351,FALSE,1.978,683,human
FALSE,FALSE,1127,23,0,TRUE,148211446,,unknown,2099,FALSE,0.562,3738,human
FALSE,FALSE,810,213,0,FALSE,215582483,en,unknown,24361,FALSE,6.831,3566,human
TRUE,FALSE,30,24,0,FALSE,8.36E+17,en,Raleigh,164,FALSE,0.129,1270,bot
FALSE,FALSE,20408,265,195,TRUE,270632747,en,Among the foliage,20430,FALSE,5.944,3437,human
FALSE,FALSE,0,2,6,FALSE,3165751084,en,London,37502,FALSE,19.192,1954,bot
FALSE,FALSE,8406,163,579,TRUE,134842179,en,Minnesota,855,FALSE,0.227,3774,human
FALSE,FALSE,2218,10,22,FALSE,280282783,,unknown,3155,FALSE,0.923,3418,bot
FALSE,FALSE,89201,690,578,TRUE,1173981020,en,Nirvana/Seattle,22096,FALSE,8.052,2744,human
TRUE,FALSE,53945,223,1276,FALSE,4068859516,en,New Yorker living in Philly,8492,FALSE,4.839,1755,human
FALSE,FALSE,10027,482,421,TRUE,554010469,id,unknown,16373,FALSE,5.372,3048,human
FALSE,FALSE,4259,176544,4967,TRUE,224495471,en,Australia,69882,TRUE,19.735,3541,bot
